month,weekofmonth,dayofweek,make,accidentarea,dayofweekclaimed,monthclaimed,weekofmonthclaimed,sex,maritalstatus,age,fault,policytype,vehiclecategory,vehicleprice,deductible,driverrating,days_policy_accident,days_policy_claim,pastnumberofclaims,ageofvehicle,ageofpolicyholder,policereportfiled,witnesspresent,agenttype,numberofsuppliments,addresschange_claim,numberofcars,year,basepolicy,avg_speed_kmph,max_speed_kmph,hard_brakes_per_trip,rapid_acceleration_events,trip_duration_minutes,distance_km,night_driving_ratio,urban_driving_ratio,harsh_cornering_events,idle_time_minutes,speeding_risk,speed_volatility,harsh_braking_risk,harsh_acceleration_risk,harsh_cornering_risk,harsh_driving_index,high_night_driving,high_urban_driving,fast_claim,high_claim_history,claim_driving_risk,risk_feature,Actual,Predicted,Fraud_Probability
5,0.9408720099355862,2,17,1,5,4,1.037294615446847,1,1,2.678954650113989,0,-1.0585037259818193,-0.7389676093338408,1.4738546834916617,-0.1752981807308278,0.4575525162587854,0.1031245422354971,0.0697648264854939,-1.1479877769402458,1.0531007401917458,2.226657888469175,-0.168963188983844,-0.075326199904784,0,-0.3060227041884991,3,-0.2577393454619548,1995,0,0.1556950379120482,-0.1594440218780219,0.0054582831605921,0.4937822913833855,-0.5746224342375136,-0.4625628334649308,1.7224896553082991,0.1026420859061418,-1.4063275182196668,-1.3159612649741337,0.0,-0.6711492616131997,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.3400559737605493,1.0100374020389646,-0.8777122961748268,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,-0.7967596955734388,0,0,0.13753915413165535
11,-0.6124734283092464,5,2,1,6,12,1.037294615446847,0,1,-0.8046068658655434,0,0.620813878281739,1.1168761261592903,-0.7030456248839536,-0.1752981807308278,-1.329092153457718,0.1031245422354971,0.0697648264854939,-0.5594522519579135,-0.7010243922691474,-0.6389556187559534,-0.168963188983844,-0.075326199904784,0,0.6875491361674735,3,-0.2577393454619548,1994,2,-1.0895213678092417,-1.3302159559468492,0.5859184647904575,-0.5087355404970364,-0.4522490608244789,-0.7646002094205058,0.4036007223724461,1.600096792572811,-0.707964439160435,-0.5829186478629821,0.0,-0.7968531960762174,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.3400559737605493,1.0100374020389646,1.139325499207562,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,-0.3085931968482397,0,0,0.012315628151299904
11,-0.6124734283092464,4,13,1,5,12,0.2430603947710248,1,1,0.2330497559155939,0,0.620813878281739,1.1168761261592903,-0.1588205477900497,6.65070673560594,-1.329092153457718,0.1031245422354971,0.0697648264854939,-0.5594522519579135,0.1760381739612992,0.0774477580503286,-0.168963188983844,-0.075326199904784,0,1.4824066084522516,3,-0.2577393454619548,1994,2,1.6738038700772544,1.482961500792405,1.1663786464203227,1.4963001232638071,-1.6781659116021694,-1.3453590522106624,-0.5559640845475218,-1.3225263614133913,-0.0096013601012034,1.494549461327013,0.0,-0.0349023835508178,-0.3012553020621949,1.9076134749144256,-0.134501245246764,1.661724180997103,-0.990062346187674,-0.8777122961748268,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.7479713138500225,0,0,0.01560087543097579
1,0.1641992908131698,2,6,1,7,2,1.8315288361226691,1,1,-0.508133545356647,1,-0.2188449238500402,-0.7389676093338408,-0.7030456248839536,-0.1752981807308278,-1.329092153457718,0.1031245422354971,0.0697648264854939,0.617618798006751,0.1760381739612992,-0.6389556187559534,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1994,1,0.2672858619267821,-0.0657014326490951,-0.5750018984692733,-2.0125122883176694,0.8044286656962041,0.8760568576333172,1.511606829642765,1.0131884630073824,0.6887617189580283,-0.2911902137491225,0.0,-0.6849863438480952,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-1.3409460511393752,1.0100374020389646,1.139325499207562,-0.0080532632494884,1.0282857487362331,-0.0080532632494884,1.3242535291539017,0,0,0.0035738149104123833
6,0.9408720099355862,1,9,1,6,7,1.8315288361226691,1,2,-0.5822518754838711,1,-0.2188449238500402,-0.7389676093338408,-0.7030456248839536,-0.1752981807308278,1.3508748511170372,0.1031245422354971,0.0697648264854939,0.617618798006751,-0.7010243922691474,-0.6389556187559534,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1994,1,-0.3164403589973986,-0.0628476420874824,-0.5750018984692733,0.4937822913833855,0.6582891500292627,0.4145267954356471,0.5989557207374994,1.5545078584779888,2.783850956135723,1.9168867578097708,0.0,0.4951117379900004,-0.3012553020621949,-0.5242152108643809,7.434875403311999,1.3280941552041603,1.0100374020389646,1.139325499207562,-0.0080532632494884,1.0282857487362331,-0.0080532632494884,0.24828319552516395,0,0,0.004213681483008982
8,-1.3891461474316629,4,13,1,2,9,-0.5511738259047975,1,1,0.5295230764244904,1,-1.0585037259818193,-0.7389676093338408,-0.7030456248839536,-0.1752981807308278,-1.329092153457718,0.1031245422354971,0.0697648264854939,-1.1479877769402458,1.0531007401917458,0.7938511348566107,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1994,0,0.7543960398894243,0.6329234050334392,1.1663786464203227,-0.0074766245568254,-0.3333563057936233,-0.0260551859874734,1.0780113613961353,1.2664669208904868,0.6887617189580283,0.0785731673592811,0.0,-0.0953672039650774,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,0.9944641294112188,1.0100374020389646,1.139325499207562,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,-0.028087786517785707,0,0,0.0031653695774308474
7,-1.3891461474316629,3,18,1,2,8,0.2430603947710248,0,2,0.0106947655339216,0,-1.0585037259818193,-0.7389676093338408,-0.7030456248839536,-0.1752981807308278,-1.329092153457718,0.1031245422354971,0.0697648264854939,-1.1479877769402458,0.1760381739612992,0.0774477580503286,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,0,-0.2577393454619548,1995,0,0.2727223648789656,0.7507522725196724,0.0054582831605921,-1.0099944564372474,1.3563082562916853,1.401721874536134,1.321844831257006,0.7169036494465902,-0.0096013601012034,-0.6349103412363643,0.0,1.1377583620514786,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.6736859995534911,1.0100374020389646,1.139325499207562,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,1.85285881471547,1,1,0.1759606240272234
5,1.7175447290580024,0,0,1,1,2,-0.5511738259047975,1,1,-0.2116602248477506,0,-1.0585037259818193,-0.7389676093338408,2.0180797605855654,-0.1752981807308278,1.3508748511170372,0.1031245422354971,0.0697648264854939,0.617618798006751,0.1760381739612992,0.0774477580503286,-0.168963188983844,-0.075326199904784,0,0.6875491361674735,3,-0.2577393454619548,1994,0,0.9839145028184098,1.899251385370637,0.5859184647904575,0.4937822913833855,-0.9220534463747948,-0.5846489113890275,1.3588758180316889,-0.4510879873925422,0.6887617189580283,-0.7987340647541399,0.0,2.287193544007275,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,0.9944641294112188,1.0100374020389646,-0.8777122961748268,-0.0080532632494884,1.0282857487362331,-0.0080532632494884,-0.7944652677251012,0,1,0.25014334741585864
2,0.1641992908131698,3,9,1,2,3,0.2430603947710248,1,1,1.2707063776967311,0,-0.2188449238500402,-0.7389676093338408,-0.7030456248839536,-0.1752981807308278,-1.329092153457718,0.1031245422354971,0.0697648264854939,-1.1479877769402458,1.0531007401917458,1.5102545116628927,-0.168963188983844,-0.075326199904784,0,1.4824066084522516,3,-0.2577393454619548,1994,1,-0.214599237644487,0.2599221783438085,1.746838828050188,-1.5112533723774584,0.7557322417735494,0.5537597885647659,0.3871584059772949,0.1834911478007668,-1.4063275182196668,1.0415630712061068,0.0,1.0152511596173504,3.3194436517952064,-0.5242152108643809,-0.134501245246764,-0.6736859995534911,1.0100374020389646,-0.8777122961748268,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.21439275703505864,0,0,0.08065514553085078
7,0.1641992908131698,3,9,0,2,8,0.2430603947710248,1,1,-0.2116602248477506,0,-0.2188449238500402,-0.7389676093338408,-0.7030456248839536,-0.1752981807308278,1.3508748511170372,0.1031245422354971,0.0697648264854939,-0.5594522519579135,0.1760381739612992,0.0774477580503286,-0.168963188983844,-0.075326199904784,0,0.6875491361674735,3,-0.2577393454619548,1994,1,-0.9720759780902244,-2.0725053251004426,-1.1554620800991386,-0.0074766245568254,-0.3374021060780932,-0.6451184549423307,-1.4184692865799755,-1.2644352766196496,-0.707964439160435,-0.4884367001127014,0.0,-2.7001086077459355,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-1.0073160253464333,-0.990062346187674,-0.8777122961748268,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.9150807145416239,0,1,0.1864050080267325
9,0.9408720099355862,6,17,1,2,3,-1.3454080465806195,1,1,-0.8046068658655434,1,-1.0585037259818193,-0.7389676093338408,-0.7030456248839536,-0.1752981807308278,-1.329092153457718,0.1031245422354971,0.0697648264854939,-1.1479877769402458,0.1760381739612992,-0.6389556187559534,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1994,0,0.3076746690875561,0.6198734004188918,0.0054582831605921,-0.0074766245568254,0.8764660958044989,0.9683029366526652,0.8893488041366415,0.1128436941998646,-1.4063275182196668,0.8391630981081047,0.0,0.7735390905707729,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.6736859995534911,1.0100374020389646,-0.8777122961748268,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.861159058754046,0,0,0.0018994248575561522
9,-1.3891461474316629,6,13,1,6,10,-0.5511738259047975,1,1,2.975427970622885,0,0.620813878281739,1.1168761261592903,-0.1588205477900497,-0.1752981807308278,-0.4357698185994663,0.1031245422354971,0.0697648264854939,0.617618798006751,1.0531007401917458,2.226657888469175,-0.168963188983844,-0.075326199904784,0,-0.3060227041884991,3,-0.2577393454619548,1996,2,1.564394519268802,1.6936024981407023,1.1663786464203227,-0.5087355404970364,0.2153051298945005,0.9232777467983032,-1.174066500202804,-1.252497893160298,-1.4063275182196668,-0.3368585433885593,0.0,0.6581644443838472,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.3400559737605493,-0.990062346187674,-0.8777122961748268,-0.0080532632494884,1.0282857487362331,-0.0080532632494884,-1.0839894728986144,0,0,0.011257554031892046
2,-0.6124734283092464,3,6,1,2,3,-0.5511738259047975,1,1,-1.0269618562472156,0,0.620813878281739,1.1168761261592903,-0.7030456248839536,-0.1752981807308278,-0.4357698185994663,0.1031245422354971,0.0697648264854939,0.617618798006751,0.1760381739612992,-0.6389556187559534,-0.168963188983844,-0.075326199904784,0,1.4824066084522516,3,-0.2577393454619548,1995,2,-0.4895029830286099,-0.5229704133511301,0.0054582831605921,0.4937822913833855,0.2290668599742901,-0.0227171895031198,-0.8161254414606149,-0.4961452592816597,1.38712479801726,-0.550610423190278,0.0,-0.1903051743817137,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,0.9944641294112188,-0.990062346187674,-0.8777122961748268,-0.0080532632494884,1.0282857487362331,-0.0080532632494884,0.018540076311978095,0,0,0.025216703766774273
4,0.1641992908131698,3,0,1,2,5,1.8315288361226691,1,2,0.3812864161700421,0,3.979449086808856,2.972719861652421,2.0180797605855654,-0.1752981807308278,0.4575525162587854,0.1031245422354971,0.0697648264854939,-1.1479877769402458,0.1760381739612992,0.0774477580503286,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1994,0,1.8538391404324843,1.3292681195011935,1.1663786464203227,3.00007687108444,-0.1809121037044894,0.5585758865105311,0.5669166904951255,-1.6262049793708284,-0.0096013601012034,0.4018361672986002,0.0,-0.7420767708855065,-0.3012553020621949,1.9076134749144256,-0.134501245246764,2.662614258375929,1.0100374020389646,-0.8777122961748268,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.3166659929709311,0,1,0.49615433224138944
9,-1.3891461474316629,4,17,1,2,10,-0.5511738259047975,1,2,-0.6563702056110952,1,-0.2188449238500402,-0.7389676093338408,-0.7030456248839536,-0.1752981807308278,-0.4357698185994663,0.1031245422354971,0.0697648264854939,-0.5594522519579135,-1.578086958499594,-0.6389556187559534,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1995,1,1.2490583804014237,0.6770198773093821,0.5859184647904575,-2.0125122883176694,0.2888440541124676,0.8602431968966339,0.092718608956571,-1.4685760790118378,-0.707964439160435,-0.9773384516009206,0.0,-0.9909402669233452,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-1.3409460511393752,1.0100374020389646,-0.8777122961748268,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.0797605525806095,0,0,0.003913328012529347
6,0.1641992908131698,4,13,1,5,7,0.2430603947710248,0,1,-0.508133545356647,1,-1.0585037259818193,-0.7389676093338408,-0.7030456248839536,-0.1752981807308278,-1.329092153457718,0.1031245422354971,0.0697648264854939,-0.5594522519579135,-0.7010243922691474,-0.6389556187559534,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1994,0,0.2908470588530181,0.2056015804950225,-0.5750018984692733,-0.5087355404970364,-0.2416300540288723,-0.1043379791701846,0.7600556737446448,1.4863841570244118,-0.707964439160435,-0.2371094074628199,0.0,-0.1230402160169962,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-1.0073160253464333,1.0100374020389646,1.139325499207562,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,-0.07930267305534937,0,0,0.008369045424044158
1,-0.6124734283092464,1,9,1,6,2,-0.5511738259047975,1,1,-0.2116602248477506,0,0.620813878281739,1.1168761261592903,-0.7030456248839536,-0.1752981807308278,-0.4357698185994663,0.1031245422354971,0.0697648264854939,-1.1479877769402458,0.1760381739612992,0.0774477580503286,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1994,2,0.6668887653344019,0.8895422467468608,0.0054582831605921,0.9950412073235964,-1.7793898898780054,-1.5395482884412346,-1.442192265343471,1.1033704739413912,-0.707964439160435,0.1905578529922083,0.0,0.6569232549827102,-0.3012553020621949,1.9076134749144256,-0.134501245246764,0.3272040778253349,-0.990062346187674,1.139325499207562,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,2.2203246337127274,0,0,0.02443905417861957
2,-1.3891461474316629,4,6,1,7,3,1.037294615446847,0,1,0.7518780668061626,0,-0.2188449238500402,-0.7389676093338408,-0.1588205477900497,-0.1752981807308278,-0.4357698185994663,0.1031245422354971,0.0697648264854939,-1.1479877769402458,-0.7010243922691474,0.7938511348566107,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1994,1,-0.9000987785443075,-0.7117660257167121,-0.5750018984692733,-0.0074766245568254,-1.3063213990820015,-1.3110960286928988,0.4129051309598849,0.2382122007194545,-0.0096013601012034,-1.1379699220939503,0.0,0.2112564373374589,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.3400559737605493,1.0100374020389646,1.139325499207562,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,-0.5413582774284263,0,1,0.19026850550273516
2,-0.6124734283092464,6,13,1,1,3,0.2430603947710248,0,2,-0.9528435261199916,1,-0.2188449238500402,-0.7389676093338408,-0.7030456248839536,-0.1752981807308278,1.3508748511170372,0.1031245422354971,0.0697648264854939,-1.1479877769402458,-0.7010243922691474,-0.6389556187559534,5.918448900106985,-0.075326199904784,0,-0.3060227041884991,3,-0.2577393454619548,1994,1,1.233229596746234,1.336936234438325,1.1663786464203227,-1.0099944564372474,0.4355198439514818,1.019487517014873,0.8260479743090374,0.390281733308527,-1.4063275182196668,-1.0785385537430527,0.0,0.5229945088806317,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.6736859995534911,1.0100374020389646,1.139325499207562,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,0.8421455982634861,0,0,0.0029277854335188675
8,1.7175447290580024,2,13,1,2,9,1.8315288361226691,1,1,0.4554047462972662,0,-1.0585037259818193,-0.7389676093338408,-0.7030456248839536,-0.1752981807308278,1.3508748511170372,0.1031245422354971,0.0697648264854939,0.617618798006751,1.0531007401917458,0.7938511348566107,-0.168963188983844,-0.075326199904784,0,0.6875491361674735,3,-0.2577393454619548,1994,0,-0.8805272568222196,-1.241301802963535,1.1663786464203227,-0.0074766245568254,2.659698104177404,1.5384541287513926,-1.3095800255881112,-0.229854900282949,-1.4063275182196668,0.6561423209539863,0.0,-1.017381670248208,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,-0.0064259479676072,-0.990062346187674,-0.8777122961748268,-0.0080532632494884,1.0282857487362331,-0.0080532632494884,-2.014728797296384,0,0,0.13320665725506306
11,0.1641992908131698,2,17,1,2,12,0.2430603947710248,1,1,0.7518780668061626,0,0.620813878281739,1.1168761261592903,-0.1588205477900497,-0.1752981807308278,-1.329092153457718,0.1031245422354971,0.0697648264854939,-0.5594522519579135,1.0531007401917458,0.7938511348566107,-0.168963188983844,-0.075326199904784,0,1.4824066084522516,3,-0.2577393454619548,1995,2,-0.728094758600998,-0.845749114329266,0.0054582831605921,0.4937822913833855,0.7958944549000982,0.289432588451785,-0.8281079896949028,0.8106880027959696,-0.0096013601012034,2.679832491093363,0.0,-0.4355022417529385,-0.3012553020621949,-0.5242152108643809,-0.134501245246764,0.3272040778253349,-0.990062346187674,1.139325499207562,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,-0.23968143897499983,0,0,0.02362778868203382
8,-1.3891461474316629,0,2,1,1,9,0.2430603947710248,0,1,1.715416358460076,0,-1.0585037259818193,-0.7389676093338408,2.0180797605855654,-0.1752981807308278,1.3508748511170372,0.1031245422354971,0.0697648264854939,-1.1479877769402458,-1.578086958499594,1.5102545116628927,-0.168963188983844,-0.075326199904784,0,-0.9021658084020826,3,-0.2577393454619548,1994,0,-0.4579878965158859,-1.187871375279026,1.746838828050188,-0.5087355404970364,-0.7696250905685617,-0.8085129884985972,1.34801517541716,-1.7161105623069115,-0.0096013601012034,0.425520305867998,0.0,-1.7469750809168516,3.3194436517952064,-0.5242152108643809,-0.134501245246764,0.6608341036182767,1.0100374020389646,-0.8777122961748268,-0.0080532632494884,-0.9724923264073272,-0.0080532632494884,-1.0898877780179888,0,1,0.2057362782020739
